rank,name,price,rating,rating_count,purchase_count,wish_count,link
150,무농약 수경재배 친환경 쌈채소(1kg),9900,4.89,1133,451,84,https://cr.shopping.naver.com/adcr?x=tlUB9AsiXHDNMS3ev7Y1T%2F%2F%2F%2Fw%3D%3DstfMfNlhLo%2Bqyemm34hpWBKQhJiKfQVrx8BQKlRNa%2FfoyeQbwViskQtBXaUX5t0fKjTm0hShii0LVkp4Pkq5bd3Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOSCglGbqghl0hk1SKRL%2FHeEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyU9xrdelEjVL4MLxI34Es4kJRE2I6AlKllWDrHomNpk6HX8rKyLxtwT39VTNNuWlxbm7K3NFwu901gD3UyWtlB73WDxIe1PiH5vxjf5ZQzozatw%2F0rEATUolS36Tp08jTwmhLLdT8rrtkBvzf8Ywq5nxoMEqqidtXcd%2FBxHgQlqfcOmPm48leb0N9YHlDAZPV4oU63YWo6SMq2GRbbIqMhjcvdVyQaUQlI9bGjhGBxoPrpJ22m71u8L4pYjqsY4iTSJHnacTjzdfKFg0s0cbo%2BTVYHBdvLldBArDq%2FpE2Hsoi9LIB22Y8UgpXhdVwygNcTBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=82446133988&catId=50002211
151,채소팜 적근대 1kg,6000,4.93,1115,944,70,https://cr.shopping.naver.com/adcr?x=DCfIKpWxlSEELTFeGUbLof%2F%2F%2Fw%3D%3DsmtgerAgPmJbPkXdo2UWW4IdZ1NZQzRkSACX0G3fDr34yeQbwViskQtBXaUX5t0fKC3crfUs2Pz0aQQA9MfyqUHKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOkwPMNIqISsansG16IiOHHksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUWK3yCq8x5S6lCSF7wGhIUJmzRizH9hoKSrt2wBKNyLePo726E%2Fr2VlsVuSdy0TIsz1nnp5gdfaTj8naxB9RkFrenOjS98oKxAxVOngLufgFrWV%2FQUW3mlLbUH9TR9zzCeCyVHJnre8SweeLEmzVVXCbwDNeXfna7fyM%2F%2Fqmw3GaK%2BbblBcSzWrmCmtYzkKPYoIgRT7Ce%2BzJejIukWdFAcCmzZ5vQjkGXnwIKvppa5B3P0zn5IzqVlYU7Sn7yxSbGn1QOc3ipv9X6I0XMoHoZV8cgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=83505064959&catId=50002211
152,유러피안 샐러드야채 크리스탈 단품 1kg 2kg 4kg 가정용 업소용 유럽상추 프릴라이즈,4900,4.9,42,112,19,https://cr.shopping.naver.com/adcr?x=NDvQtNjFUALZqHz1D%2Bolyf%2F%2F%2Fw%3D%3DsbqnEm6%2B%2FmJX5%2BnocYavrcX57tvpFfAOEKYRlKPEYxIUyeQbwViskQtBXaUX5t0fKMdVeVxKj0GMbedWPvyVCNnKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOBXz3LNhMh0i4uyNhibi0BU1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJmhstwBhJSHx0hQQJfrBTRZxIBLXNA8DAD%2FmKyO7KE0yB7%2BNOsU3jIHqgsfXQZGA%2FrvO4OswPHPdcBJh20e1ARcBbB%2Bl3ctcoi6qeFNr%2BrixfC603SI8YxLDjsdIKEVA9q8g6OcZt%2B34hPOe7eliKgSY0wx3EIDa7boWv9%2BrzXmkQMaK6QIdPFL5kPsH3U%2FdBsqXI7%2FeqOGVYUCtcGpjs6mSck%2F6W0qvPjBcsCEIyd8mqn7r%2Fdkc9kDuWBdpjROpKC9bsvDsT4ZHmqsuB892ZdjT4F2n7D0V3LBwwL93TKI%2FdA53G%2BFYKQ1%2FswfvUamaRzAfc3r2zOhukrsQWC2uKVAPFrerS8d5P%2FZp25bRgDcrNyjv57up3C8hqkZnTraW09e%2FEW8PLLvCiemH%2B8hhXiR0cjwVm1BUYVknE7IEMpz4%3D&nvMid=88886706967&catId=50002211
153,채소팜 적겨자 500g,3900,4.88,1046,1056,178,https://cr.shopping.naver.com/adcr?x=iM749iL9Wrc0mwD2rVzCLv%2F%2F%2Fw%3D%3Dsy4%2BJKPw4Jr0xbdvkIANhgZ9LTwpL1QqTF9a%2Fxhdo7SkyeQbwViskQtBXaUX5t0fKHMOdgd3gFyB9gswwaeWH33Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOTSTTKhtThjWAtRMHboWfzUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUDpm2Sk3h%2F7fudlMfHuVeb8UzNPoIKkaz26gKLNZGCaiPo726E%2Fr2VlsVuSdy0TIsqPpA1oXiTP%2F%2B7YzIRI8qVz47jO%2BDAOziYe8uQgVnWA9rWV%2FQUW3mlLbUH9TR9zzC%2Fw9pPP8Yd7xMaTRo2USfNFgMYvpo8QZvesLmJ4Cka17Axi9wH5mCDJaKxqqLXYYr2BAAaeRmNNRQmILk99yBMXdfdXrZMAv2LHCYntGq3nxT22IBOas6sMSvlW4O2pXHBWA%2BIK8MigmknNJfHgjxHuR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=84117517673&catId=50002211
154,야채가 신선한집 모둠쌈채소 1kg,12900,4.88,1974,22,5,https://cr.shopping.naver.com/adcr?x=95WMXMmwkvqY%2Bu4Q85nKH%2F%2F%2F%2Fw%3D%3Ds6qb0oqR9xqqCoCu44Myqw6NzCoGwOpNgwpsQuJM4s2MqYz7nrboCYzzjBMYvm2u2aRFElNPmcr6GGRi1hE4miSHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXuqEixzCfSBZhhi9CK6cIpluZmMv3AecxnXhjdMBnRNzFE%2FIMGmgzHKfKwMU7pgZk%2BHmqypRQZbuKfv05sjfHu4Gi0rBb3OsrICdKgnlZkSjBdq6BzUfPRbMyGMoWc0%2BtY87hBFLHsTpOyTf%2FUDK%2FVONr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu352wOvvOrbdKwEvKwcA4XW7YZAySTTBWecvyf%2FE4WQkGOLBW%2FD9ts2q4bF0lnF7oymp7IqU7Wb8uuJv%2FYIB0cGUQLkmb3%2FVadBs4pPdUOu6B2E4iKsB%2FrzbdFyL8o1AQjR2DZh5CK89pM0%2FtzjRHNi0%2Bbu8cnR7qAK5XDlXy%2FEH1gYSIBPLBjTr4dHsqKpdhFRI3SZUO0bnIzCF2qBSVL66gdXodkdDCsXnw9jxIQtaYes%2Bdsc1qZPxBknMSz705sGo%2FI6%2BkG3Zd6t6xQhcPPydVZJ%2FPqgSaU1rK8WFubVGHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=82476089106&catId=50002211
155,"유럽샐러드, 유럽채소,버터헤드,로메인,쌈채소,셀러드.친환경 1kg",7900,4.96,8655,2902,500,https://cr.shopping.naver.com/adcr?x=9p4zCDPIRd6zKxPitNOm2v%2F%2F%2Fw%3D%3DsJxoolzLC5qgJCHLOcKXJNfWKFTEy8M%2BuUAdoRX04Jn0yeQbwViskQtBXaUX5t0fKuRR7ZDzFk6VIdcvQ6rh0A3Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnaj9rXyqENDUD8omnd%2BAEOitqNZuGiYkpsV%2F1UFv2sMKhHeGeLayGtwTw5zpN4cLZlRdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFtw%2FxhWLOzVOefuiOYPXy7NVtBfn4DRFjH6ioON6q8bMW5TpgtF%2BhcSMIgcFMZ%2BkiAyEIpAUMz1xGAu%2FKaChvLwLV5MEINs%2FU4vNZFnL%2Bz6JSPxHZv3sS2sEq3bNOZ2yqnYqDerj8QByIk%2Brwwkbm70dbUOokHapDgb8dRRDefs9Y5mABgkziivLzbk9ANFhMBCeNqOl5OR0EIZhVX11l2AGAPF8Vuu0Mnaer%2FjSHxDwGqsI2RJyDI%2FBGF0IC%2BD6mWVQnpYqoDrjun3zLEn1x7tph0dbNxEVSEl9sY4m7d8JStln7XUmaaUKwFYDP9FOBnLhNp0Wo9LvAvQI5vIhuJgjmYBLUG1EwdQVqLADOcrRXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=86065089854&catId=50002211
156,로메인 2kg,8900,4.75,4955,0,149,https://cr.shopping.naver.com/adcr?x=ndNJWu1Ts%2FPW4rRGE3lhjP%2F%2F%2Fw%3D%3DsoATs%2FYZhnv%2BylIiW5CeGiOlzxMWdNOkcphAtqu5fNLcyeQbwViskQtBXaUX5t0fKn%2FTc36872gzodCt8X20QPnKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOc45WS7pKisKMpSzp8xpTOUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUTKPlXVPBLNsvgK%2Ftos5LIXwGtexS3ob2Jt4D96D36FrX8rKyLxtwT39VTNNuWlxbfa2Gjz5KUAUGPAX1r9qaQR5W5C6coDRvILoxODZX8hotvau6Dm8fHAWVHTxjqukXGou8k72%2B%2FhFYHvZCg%2BpAR0Zz5fOqWWBMtjn8yRodOmbWl06EJTFpt9gl2cuk9ZgqgzgXU0G%2B%2BHR%2BV%2B%2FNdziApP478O%2BVHjpXZjqgbMu9%2FKOAoa%2Bx2X8cLXiXeGXAPN1vb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=82430920812&catId=50002211
157,모듬 쌈 채소 샐러드 야채 쌈추 치콘 적겨자 치커리 쌈케일 로메인,11900,4.62,1379,8,23,https://cr.shopping.naver.com/adcr?x=5QHQxgZF3IhKAOqKOMzjxP%2F%2F%2Fw%3D%3Ds3gA1XCx%2B6wNH5DvSXD21r%2B4oLTIRoh%2Fl%2Fie3DLHKrnT9Q4b0AOOS4pgmuR1ZszYLIykXWRbYMug52XNuWxfIRyxcr0bWJhtddj4wNO87SaC83hEARykrfCExql83gJfwTsxWxJMJt%2FWtY8FMvuL6QMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N0a4l4n35WtvYDZ0CqNOY0UrKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh44Ggx%2Fz0t1ZDBpMy3O7ygF%2FpAadRvFOjV457rPmGQx%2F4fma739cpvvGy%2BipeNg4pO41EVYNWsMkweLSnpWLzoNnmGoPof1%2B%2FWqBjtGdjnM1XI%2B%2F5WndiNX4r30VEWIiWuSSawxRJgSjOya6fZmT0FlzLjWwOVZaszYW%2Bm5boadhzUkuD%2Fm73fubHGr7Ci%2BFtKeu93cMJJEvvpBltQSZ%2BYm%2FmOoittiGyD494b4VLQZ4r1N9cupBo67SMMegxshQ69NCytVy7N8vQUT1QXpg%2FDYzEeZssgCRcAsObn8MoepB9VrFzEwHv0PXPz8x0sOI6E9rr8dQjVWzqf2UP%2BGQNCDYKM9%2F9LBCNfNbrp9BK7CA1oaKZHilHbuauHUigNM5KA&nvMid=82429783938&catId=50002211
158,모듬채소 10종 쌈밥집 식당 대용량 업소용 쌈채소 샐러드 야채 4kg,45000,4.94,52,59,19,https://cr.shopping.naver.com/adcr?x=I%2B%2BXpGFKgRHPO2nYO%2Bgpuf%2F%2F%2Fw%3D%3Ds%2BgGtfHf7JHx%2BFAzh5UdQbIBThrCTSXWBFgKNeet5Cen9Q4b0AOOS4pgmuR1ZszYLc%2B5CgYpIERyUMe3IVAKKXixcr0bWJhtddj4wNO87SaC83hEARykrfCExql83gJfwTsxWxJMJt%2FWtY8FMvuL6QMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NO6KzGI20DSyAoOqdMJbemUrKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4k%2Be%2Bx19HSn5u4tLedPhLMbkR8znlQzMQmGtOsaOJGGIfma739cpvvGy%2BipeNg4pOmRstGMRaBg%2B3tJvmubAoaX7wTn9ZREHZQOJxHWPZqoyWvDO9O2c0tqtpEmYj8KvI4BXnFArvmofhN0WF5%2Bi%2F%2Fa52SoQjMMsteUEE3XS2VviAi83m7VYtq%2F%2FFOb18cOiOSSawxRJgSjOya6fZmT0Flz%2BKkYlY%2FEi6uYny9q%2BvshPOFvPLPScCBlEOCI3wFkKB5ouXHG6n9V%2BjjXrL5XDeVfEusdDtan0Oec5umhqmcfhBXabk%2BK2kgIgIm6LYhJusuMJgWx8KhlFlBpyJ2xaylaEQawQZxOmPAqjF3Ws4EVSFbDf4gHI5rSMJU1BWcIOg&nvMid=83729813984&catId=50002211
159,양평 농부 지평 모듬쌈채소 2kg 쌈케일 겨자잎 적치커리 적겨자 당귀잎 모둠쌈 당일수확,24800,4.97,319,35,8,https://cr.shopping.naver.com/adcr?x=eAg7gD72Ae%2B%2BdgUjuj1vpv%2F%2F%2Fw%3D%3Dsedf5wh9dt3YXl3RwFsc1x69%2Bj3PDy7lbHFKYsNVgspgqYz7nrboCYzzjBMYvm2u2pOxxbP8h6qgOAJy7tVivHCHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXumh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdRZJZBm685QsSWImPa5sxceGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubep0toh3gKUGqIaTru5Pm8jFxI2%2Ba5YW7FhwpMJfQF4WB7%2BNOsU3jIHqgsfXQZGA%2FLJatJzKyLZAu1zNkC9Kc7COYuWi68OZZIb1RVrpzZye6Zp55CkNvoJzqwhpe1v%2FVOcFdYEQArK7gn36yIu37wy5nHF4v%2FOZdmOneLNbNPDk8hHMxQM9OI9guwdRqBJaw44OtKNMtQ4e8oKa%2Fy8t4EuhsQPq%2BrpmfNUhmWW8mEZNX9lQj0ye3EzG1rhGHttC2rB56TygKwjVlbvxESlodGMi4l9F5zF9OchJ5o%2BboWpoaKagLfWR4JKliMtyhakmVoIgRT7Ce%2BzJejIukWdFAcD5GbAqkjYItYvYpd4CckRyjVu4gCspzhsLsRQKB%2Ff16fVyPbHVwgDq%2BwOGxD%2FHBOscgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=83124463733&catId=50002211
160,"[무공해 무농약] 유러피안 샐러드 채소 1kg, 2kg 대용량 쌈채소 로메인 버터헤드",25500,4.94,948,0,117,https://cr.shopping.naver.com/adcr?x=VK2fx2yT3mE%2FJEL3aEOYKf%2F%2F%2Fw%3D%3DsxSOB0RTuJryAwkfJMG4YMViHTd6YEj1P4W8NaZ1YjY%2F9Q4b0AOOS4pgmuR1ZszYLcHptoQq28h1ou5mdivoLN2bDH4U7AgEvXbTYya4hBjyLh64VG34yLDhC6nMBZZm%2FQ5EVDcB7hwfhT8%2BHPNY3V8VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0Nv72c71bnvzQgiyNaqFkSn0rKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4ap6QwH%2FvLU4NrrUeuKy%2FXhuhqrfirqTWdory3GvTYLII2YS92VTPP7KXRs5j1QyAHWLWD1g3IYOei0D2NiqKUwC%2FsXPYu3wJZDH%2Fdgr2XvZU5KaGYxrmDWNTGgRP82c0SEbv0Xk8TbYGYX9mBTh8Nr6YbC%2FkjYgTe12oE%2FAgjGt8Fj14kTHDyth%2F7O9zBSPs611U2SVtTP0CDMj3HXUNmWLfNiFu2ZWqHFVABy1G6WtQWknaZ016DafTKh%2FcZeabJPWDNj0QU1LAxR%2BXwkm0dzFF%2BUjOoNUPgrxTJun0OswxHmbLIAkXALDm5%2FDKHqQfkrCwLMqG9x%2BwYt%2FHZ3nakmxjxHN1y5gTYC%2Bz1c26ob%2BHoRqmjySc6Xx2TaqpjPfcaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=86665579888&catId=50002211
161,당일수확 유기농 쌈채소 600g,12900,4.87,2558,216,117,https://cr.shopping.naver.com/adcr?x=bQgSRRkbzJ3UCnVJrXxuE%2F%2F%2F%2Fw%3D%3Dsc1kN7XaEs07%2Fo5hCp0b1KOg2yKKrRnfovrD0NU3IVPX9Q4b0AOOS4pgmuR1ZszYLnQzOE%2BANFZdRFXDn8dVgJWbDH4U7AgEvXbTYya4hBjyLh64VG34yLDhC6nMBZZm%2FQ5EVDcB7hwfhT8%2BHPNY3V8VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NJe%2BEBtgD4NovzzqOYMmG1ErKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4a5OtqVRL9ds8eg15C6RcQg5kMduRN7r0%2BlgqoDAFYfMfma739cpvvGy%2BipeNg4pO7q7LHt6rqrsjeYN2Y602dZWpInk6%2F%2BetLufC2L1cKxe15H0HiNGnR2c8gzIUFsOvYbUTzkUQ6v%2B1GXz2AYHULDe7lIKGhRlh%2Fdr4fnsHhLhnU3rGSVksu0dXHjENFgTcqso2UKG9lUKoQuU4232w2UzT4PZq3Z5GEUnGqt4tXLHcyMVyxLj92KG7Hq9Gr0j1Z2xroC6qszqRaiVVW5qdU3yzEEPvHe%2F9kld6NYp%2FCsEOEsHC78VBLnFZh%2FnDobeN&nvMid=81734774183&catId=50002211
162,[친환경 무농약] 유러피안 샐러드 유럽 상추 산지직송 1kg 쌈채소 1kg,9900,4.85,1023,0,256,https://cr.shopping.naver.com/adcr?x=XvgMDP%2FyrlKuYhwGNhPq8v%2F%2F%2Fw%3D%3DsdnWsbVodloia%2BcHbb21BnYJDYWcYmlCantNJbPQ05coyeQbwViskQtBXaUX5t0fK2Rd%2FvYZH4MuMZclP7qBjcXqVXcFQVWl8n930GsBcQtCylz8ZB4v8U1OoBSf%2FFpbw8BEYGHrid%2FHdcAHLwJAbMES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO0e%2FoiN%2FcMnXQnJFBD5ASSU1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJQy6lMfAzpKNn%2F9CvYYAL8x6UuDTq0uiOnKwEUym40O4aJJKDrW4EE7XwN7f89pdc%2BUjsktIHQqg3FP8g03vHoaRy%2BHai7Oo108WQh5f8845vS%2F1Lh5gYzt%2Ft1B9ntgHCBux30l%2Fmb0W3G6gV7Gl%2B3yrI1vawaHn9ISp%2FnE4%2B3dfDdPRtKfWaxI8t%2BZ%2FyZ%2Fwz7ca5ZA5neZ2cVHdPNq4HwTvAwDSao7tn2EP%2BfJV2P%2FpMvbsVkByCmxTxt%2F0jkZFLCKJIHDY2%2BhMuDnDt%2BWeFBurkrxkjSf6VE7xy26ey4OsV9%2FoILCpEcXcvIUkYm8E5KXrQk1CU23tqGir73IpgdjK5HOyUnSrDzY2kMQfW6jADfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=88078125910&catId=50002211
163,채소팜 적근대 1.8kg~2kg,11000,4.94,859,905,71,https://cr.shopping.naver.com/adcr?x=GypjBk4EfzJIoGx9a6ReXP%2F%2F%2Fw%3D%3Ds8p%2FFHyJ6%2B0l86ryDYVLvDY5h0BEmsBqOq9njGX91zUMyeQbwViskQtBXaUX5t0fK8JQgp7iNn5IG6OybjxDS23qVXcFQVWl8n930GsBcQtCylz8ZB4v8U1OoBSf%2FFpbw8BEYGHrid%2FHdcAHLwJAbMES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOiaUwZ0zCzmU7F7ldn5jV2UsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUz4kPz%2BEh%2BLnuubKr%2FSDB7bGx6FiYTKgg%2By9VnSnccKaPo726E%2Fr2VlsVuSdy0TIsPnuMKUYkSagiSGONpTtCDvW%2Fk00odqAoBT%2FPmBhD5bhrWV%2FQUW3mlLbUH9TR9zzC4RGUZmVF8%2F2b9St9COl9ZgvFv3kkj8onZMtmyrd%2Fo5swk5rVOSP4VvoIs4BZUo4xn3USCsiWhWwmi4wlr2nW%2BAQqcbw1f8n9pcJYkz8vezr%2BEn%2FAVq0aWlXiXl8gkdw%2BgznNUQP6Z%2BWLvMw9uNal1j8s49bSjBf0SdvrVBl%2BFHAGruH08DlKshetxY8KUEZb&nvMid=83354805412&catId=50002211
164,적근대(1.8kg - 2kg),14000,4.92,1008,1000,38,https://cr.shopping.naver.com/adcr?x=iQiq5KMonWF0AalSH4mc8%2F%2F%2F%2Fw%3D%3DswMbeUP3OMeWRAQ6wlUJldEYqLdhe%2BeiycfSGL%2FBo4eX9Q4b0AOOS4pgmuR1ZszYLx9%2BFfxIu3QllaZQlgtcvYWbDH4U7AgEvXbTYya4hBjyLh64VG34yLDhC6nMBZZm%2FQ5EVDcB7hwfhT8%2BHPNY3V8VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NhrIyoUcmJZVmulFfLJXAd0rKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4f4hznGRQW5nuIB2xatflhVjcx7bHnlJdS8w1dg%2FoFegfma739cpvvGy%2BipeNg4pOprMeoZV8K5ZNQoiH0JPjNkMR8YB%2BCgluLqvZvI3Vc4L5Q3e0fS3yUbNx403wEHzlNmWg%2FqWFlhxMcmcMJT89EhlKL%2FdB5BEH0UYET3x%2B%2FbDdF%2FO2L9nOb7eAH8dQlP6p8S6x0O1qfQ55zm6aGqZx%2BL8fOp2oD4X61H6vbeNDzinOu7HuRfHkRiJtWHqC%2BL95ca59%2FUevM8cuuspZ9ydgvYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82294933032&catId=50002211
165,무농약 GAP 유럽상추 모둠쌈채소 샐러드 1kg 옥수농원,12600,4.97,72,85,49,https://cr.shopping.naver.com/adcr?x=8vHaCmsuETC6owusT5jcyv%2F%2F%2Fw%3D%3DsGUnWfQHr89pThSiXNhSH66ayNOAZq5W58Co26lylhtUqYz7nrboCYzzjBMYvm2u24qITwPXDx0bvI%2BV3PDYbZEZYt9VBZ1dL%2FrXZLvBMJrJa8TC60x7H3oiJE84IoiVjCuhL5krlBEQYbRe%2FrMSlCmh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4Vwihdo310CXgvd0h%2FCck3PapooRdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDV%2BuRCONqbQcY2BQQsVMV9mCZD03GOZ%2BoUldQPfS8RbCuMmCSC%2FeQRB7EPxP9dPbvJUhSVzPmaJvim%2FhvtwZble31KYj8c231vWmdJFsEOgFcXS8EkrvIvFGhICJuiSdorLbkmrh90HIr%2FK6Y9mtGY2rlAxLINCpJmnxvPdYs%2BuRUsCilaUKGx7ThVf51oCjglgMYvpo8QZvesLmJ4Cka17BiH92HYoKaPDmUOjuPJrpW%2FgNEA3CBFwiFh6hbUiivWnnnrSszRTlmlq783HQ7ARYEJ7awocAtElKiM20rARzAYK0fdrNYUKoBVgf61sNRVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=87876811627&catId=50002211
166,무농약 유럽 샐러드 채소 유러피안 쌈채소 모듬쌈,9500,4.86,3255,1094,1015,https://cr.shopping.naver.com/adcr?x=rnzsiwdc8evaoLyFDPS%2BQv%2F%2F%2Fw%3D%3Ds8sXnvYxhjbWJ1hfg0vZGOQfg3YFgjht%2F8aTL%2FOC4hagyeQbwViskQtBXaUX5t0fKZSJwULD3OxnxpH5hB2lZ83qVXcFQVWl8n930GsBcQtCylz8ZB4v8U1OoBSf%2FFpbw8BEYGHrid%2FHdcAHLwJAbMES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO%2Fpp0nJKFryAE%2FwL%2Br2etuEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyU09KdGXBX%2BvQmPNQLgQVt1KGBNhk8H7D6v4cl1jjhkrrX8rKyLxtwT39VTNNuWlxbZfW401MCkjRJIFNtpaNWgzgluHYrRvQDnzkOm7mjMMitw%2F0rEATUolS36Tp08jTwnrZ87GwlmwiryPUrmc0oA0QoYmUbznyyv3DXcTaNu9lcaxi6MPpOUoACTtgIyc1wc6u7M9aQUh4kZ1JYVBLEagyFeoNg0%2FJQzKiGpPmazoLxNZmBm%2ByPk7wNXbD%2BbVT8rWZ81MrO6ft8nB2cnmkVSror01CFXXQHbxo7cVVmmdaOvkjVHd2vjrJChQCb3qFk7LCPQ9WLryGrTs8pG5o374KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=86034079404&catId=50002211
