rank,name,price,rating,rating_count,purchase_count,wish_count,link
64,"스프링살랏 샐러드 400g,1kg,구라파kg,루꼴라, 샐러드채소 주은농장",7200,0.0,0,0,1,https://cr.shopping.naver.com/adcr?x=JPHD%2BHVxxc%2BM5g1JHP6%2Fg%2F%2F%2F%2Fw%3D%3DsfdhOCB%2BZBuJScVvSvMme9yoR68nTO5Q7ynbpZ5mF01MqYz7nrboCYzzjBMYvm2u2ek%2Fxl5R2mjc9PhYKT7ScAmeWMwO4WR%2F1bd2e0N5X3GFfxvDocJ0PdtwVAFCOAvYfeAsFDAXNIT9BgpyL0k1ud8GbpLiYromzHMeFDvIuHmstcDScGuBG21OKPPoJRZVliORSiwm6V5oLuYICidFAT2WIOPCuh8avxIngElsJ0eLp5fL3T8Gd1o25NuxEkmkIv%2BP%2FKwMVRr8oBAl7Y%2B6L%2FiCvs3bLccglXKGCeq6RIU5Rhw0RcR5UHf61OYuzOGYYSt6EtkBMvtS2iUepBHIITfrVFQbGs14A7SSoQSq0GiaT6ey%2FEBtoV1cpi5PzWWi5HESeZpAhSgTC3lzBHf6DyOGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubep0toh3gKUGqIaTru5Pm8hmFB3bHbBSxLPdq4VOEoIcscH60wEo6CY4KTqiZLPqqVVs33mbmwz9uvrwawKmfnZFAjGJHzt%2FinSReFWgHRndp%2BzrVL0F3csx1OEE2mcUvDcG3%2BtTmoYC5VunqzKSjXrNmT3q0pmdr%2FEa2NTxPZ2Ab%2FNVFSMfO4BDctt3zKfFfwxK8xPtYK5kiBtZ7bQV2IUS3%2FOaeNV6T0tnehTCjXMlYDGL6aPEGb3rC5ieApGteO8EmElQE1aWrppU%2BtFWkQ8y6aYzc7uitAvf%2FsCaaZ2FQXhwJblS%2F2WUXa7YaUE6OtcXxgXzMoQlMvIc3B7c%2FFv8qysNWel%2B7xi7Aw7fyhxMnVKQ0HQHTTrP4EgYp5RvIV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=50757625781&catId=50002211
65,산지직송 유러피안 샐러드 야채 2kg 로메인 상추 버터헤드 모듬쌈 쌈채소,9800,4.92,249,916,115,https://cr.shopping.naver.com/adcr?x=6I8DgocT%2FP6EaxH9ZGPZD%2F%2F%2F%2Fw%3D%3DsEVR2GR3mGww4uHOi57MP615cPp7ITgwKiGA3OtpGYJsyeQbwViskQtBXaUX5t0fK50N9iuwDjaiwKng3NkbfUTyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOLocb7PHYznKiPSOIN1Lf3k1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJdli44bmELFkihpoV%2BlHTyKR4jGtRaKNzFn2m0Ru4doSB7%2BNOsU3jIHqgsfXQZGA%2FNRRMHtGu2jkqufxnZ%2BnDkLVOX6sZ%2Frh9wetQsbxjZ98fl9iTqZqFYfVE%2FiL81v08mNGJjbO7GXCbWdUjeCQv79vyjP1g1RPP2LPsh7cmpwfBI%2BP4n0UYJc%2FkS%2BYCKb1KTYMsl7amwSH%2FaxnIlu0bh77vJqcg8wJvi6tnaPAd%2BDfN%2BqRStArYfWqaBMCQoMOOj%2B2EeW9BDdBP1pvrSC9XtNyMRB%2FXG4azUrUwo94ZZwHxLrHQ7Wp9DnnObpoapnH4fdFxDzRod23qUzW7HGNC%2Fyr6T061QJWIyfNMol%2F5XtagpAOjcc7HQRs4YjNk0mtjDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=88264129004&catId=50002211
66,샐러드채소 모둠 500g 친환경 아쿠아포닉스 유럽샐러드 쌈채소 유러피안 야채,9800,4.87,4481,867,356,https://cr.shopping.naver.com/adcr?x=2E1WtRxpMjITnL7znfzh8f%2F%2F%2Fw%3D%3DsWLLzWa9GabL7w0uQEJymKUsqDxiIeUf%2BNy8Nfo8VMA0qYz7nrboCYzzjBMYvm2u2oI8pTvlvRuzDylmP8%2FB0hWeWMwO4WR%2F1bd2e0N5X3GFfxvDocJ0PdtwVAFCOAvYfeAsFDAXNIT9BgpyL0k1ud6EixzCfSBZhhi9CK6cIpluZmMv3AecxnXhjdMBnRNzFr%2F1B0ZvWaFn%2Fw7T6sygCW7IRdb%2BrHpdidhqaATRmotai0rBb3OsrICdKgnlZkSjBdq6BzUfPRbMyGMoWc0%2BtY87hBFLHsTpOyTf%2FUDK%2FVONr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu9fL3rsnaoqV9OkhJJVSC%2BDBAXzwMht8fMGxwK6am1AUGOLBW%2FD9ts2q4bF0lnF7o5nGOB8PnS8I9OQZ8Oe7381hFW2%2BuPOKUibSWdjIvYGqdBEDK%2BE0pHZxtUMU8boIr%2B3%2F%2FXpB6Jg5meKq%2BEM2bOISqeF0f4BSzUf5KAwvKgoeZFtPZN8J4G0N%2FUye1So7Mqf1QaaIrrhkhRQ9wg6g%2FE5A%2FKk5XQpsOmwo0vwHiysZr6zgNhfXa7rYWckvMrPE0j7h6ldTuN2%2Bjya%2B%2BDqPQ1ixT%2F56embpTneVi%2B1DD0Xov1siHr92%2Bz6cxn0MFRCu%2FcmXfrXaHb27qk5W8ci62Rp%2FyHuvSNozxu1F14xvjijjVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82482552837&catId=50002211
67,유러피안채소1KG 8 종류 유럽 샐러드 쌈채소 유럽상추 버터헤드 카이피라 로메인 프릴아이스,11900,4.97,210,0,184,https://cr.shopping.naver.com/adcr?x=OC7KdUTqviTamGlxZkCLe%2F%2F%2F%2Fw%3D%3Dsd6L6c1sjvbgJimJTXx0sJ8GG5dbmwuCMIAs2%2B9UHbToyeQbwViskQtBXaUX5t0fKeS%2FH6gLl0k3%2FxWZxNDtPWTyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO7qOA1VCj6%2B%2BHfxEogxE9b01To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJnrzq%2BXKba1tlOSM3kCcASpXTK8s6k1xrBYmW%2FrsFs5kaJJKDrW4EE7XwN7f89pdctzusiSS%2F3WSSYd6%2BJvdSJ81t8LYxwCRFLevPjDEbIXtg5P2WeXtOt3PvPi0sA0F1N%2BulIUYqxJH0nZ%2FAeAs%2FxPzEX8dyQhQ%2FmWCdIy58X69L4UlGoPG5hDC19kCvZ3nqQKKCss601ApEJl4EWZ1LiIv1sbhw9SdD9kITXKpiP%2F97WxOrSsm3NxBVqi6Xwj2V2d05rc5BYGnsvjzSwkDJjmuoBjvNf9SYXGZqmD2agmsiPQa4x9wDDkSAEHUo1%2BPL5779ENX6MPC6fsSOjoqoRqaOJ9g0l7%2FgdC9Nu73Y%2Bqnj%2Bb68sz2zuhz%2FLnm4I39HEduGyTSNLGQ1Y0gAKC2hPm9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=89066741462&catId=50002211
68,"용천 유기농 쌈채소 모듬쌈 샐러드야채 쌈야채 1kg, 1개",13900,4.87,2261,406,33,https://cr.shopping.naver.com/adcr?x=6BjItBotw83lFVcNkURMsv%2F%2F%2Fw%3D%3DszD0VuBIWvrjg0R7wDUVdtFDrMJj03mM7ZtuC1bCXKVAqYz7nrboCYzzjBMYvm2u2CHVLMGv1rABe3rKGnnTtomeWMwO4WR%2F1bd2e0N5X3GFfxvDocJ0PdtwVAFCOAvYfeAsFDAXNIT9BgpyL0k1ud2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4Vwihdy3fzG0HYfyO%2BvUQBbUMfkBdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDU74e5gujz1Su6sCZvUd%2BjOfX7J2j3uFCuXQ1JoZkrGM2GiV4u5jB9GlQRjfOe2FDgLaoS2gI9cSMBQh%2Buo%2Bpnb5D1usx%2B5AdOoV8bDnr2JkTfQNQHQCju9OVvwvESVtYl%2FsdTDcFhaQj44eYiFVESv7fTZeq%2BJoEg0F6Qry55hG%2BRlw4z182q34v%2FLz4M9QFEUzOIRj41NHbAFl6nEXXKsiP6SanDCsjEGYjrYxy6W8W%2FgNEA3CBFwiFh6hbUiivRcrKD21%2FO8YyegmtGQLZMsFSfHikNutxyEGzmju%2BPQaeCsSs%2Fr5f0I2DdEh1ndE91dznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=88716498085&catId=50002211
69,[라움팜GAP인증] 모듬 쌈채소 유럽샐러드 고기쌈채소 세트 지평 비타민야채 쌈야채종류 13종내외,10900,4.84,1566,1666,238,https://cr.shopping.naver.com/adcr?x=iNrdVblTnodSFLct520mpv%2F%2F%2Fw%3D%3DswuaszTf74ts%2FVmMHdlJfy9DpEJxxNHCP555QANQZW9%2F9Q4b0AOOS4pgmuR1ZszYL9E%2F4mZ0F6Q8u4OKHJt%2BWLaEmci4Ek%2BabL0XVb6Q6SIqwxRSnvh60CYle50qgLYJ2ZBRRvJgFhzRdhZHKLDN8J8VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N69TTChY6EtNxte48JlLgo0rKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4M6GVzM0pC2Tf0w79ycqqr13soc97WIu3alocmaFmo8AI2YS92VTPP7KXRs5j1QyAuX%2BnCEyL0PghuOt7dpL%2BqAhbn5Z%2FVQ6toNuPfVTe5xjgOLDykJafeBHmBO9n%2BVShRAS5n9jKWE5lQLPR66utPo4UlpY72pQ50fVme0hvXlHCDVAY2DrHaESPPrkNC46vONBaYQqAsV1brrFgyheMJ1%2FgzKiEvXiqGVqw8n%2FysEgrJ5OgKfM7gsVjZxDFtVpXdOO8T%2FMiUqjRrJxFZn%2BLERhRENAeU02vuNqXXPHb6TQkI6bspkkTqMcDtcUK%2B3xKiafNuN8c92yB9yur27ojQ4f88bchi%2FxHRa93dTNDLuXIk%2BZbMAeVB5D0go9Qdns%2F913O%2BnouVSZoHhJS1UaY6W9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=83156631772&catId=50002211
70,[최상품] 쌈배추 배추 쌈추 겉절이,4900,4.79,863,556,142,https://cr.shopping.naver.com/adcr?x=VTQm8dvT2nlfdO%2BqXqvCoP%2F%2F%2Fw%3D%3DsHqvyKUwKDZN71jJ2DlAmn0BPkNuBQQieAFR3qdELXvYyeQbwViskQtBXaUX5t0fKhHTZXwOlORnh%2FcbWlAkfwDyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOWsAvf9v%2FTdkW1EKzfGSpN0sKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUB4tVKEjWgwYphhJ7ab%2BCiEOZUYpeZXAIRKIfk09YLbOPo726E%2Fr2VlsVuSdy0TIsgEQfbFCkagwQ7m5vmvsZsTP7ZM75Z6EnCcGU%2FzddebopNebrJyOcuZ2xwqileb03WGmNJblC%2FhvVUiiDZQn3%2BZRf7lmv5Rc%2Fh0cBl6uexXWu%2FOFU1JjC7uUurhAy%2F3qHaoPiwA7gmtxaP5%2FiMOuomPHe9CBpVapimP%2Fdl%2Bo4Wg0AMU5BR8T6jl4axvQP2yCzDapypehOhGAXJ38gsFlaOxZZF2ojm9Fo6%2FeHJ4%2B%2BJEtvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=83011336902&catId=50002211
71,당일수확 유러피안 샐러드 유럽상추 6종 로메인 쌈채소 1kg 2kg,10900,4.91,2812,5316,3409,https://cr.shopping.naver.com/adcr?x=ZBJ9z7IVscfqOVEsOG4eq%2F%2F%2F%2Fw%3D%3DsPOAXWr0%2BpqH%2F7gxlv2fHNhUZ0l1TThfcKb1pB%2BlOr3YyeQbwViskQtBXaUX5t0fKZylScEa8Lz6b9aWQrfjL%2BTyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOFylIU3nBeuuZYuZiSMa%2BD01To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJti0x33y1wPK29TzbonTC1YkbMiOuoQqXxKhFYMHqAqgaJJKDrW4EE7XwN7f89pdcZRGQ6utSJLNqADtvVoa61LM%2BHtkAbelIp8evzdWpI4ZcKBJ1ySoQg4avITQ10NiyJ8WXEhgpCNKwAEWAYS07jI1KXiAF3ceafBcMzp38SQGfpcnss5FXMwV3OevhmC9rAANNx7LC57nHnIm2mDCWbarwHLa%2Faa%2Bmf00UWzkaHaE%2FlRtSmDZolhLGB4TmYAxe1FXihB7VahtBFdaLEkSUfDbGQ8%2FVcdGYxDRdQDCcGbwdKNu3rENJaIIn75wtKg%2B8mlTQuqV9BReJEsoxzrvHwKblxdjYSYchHqoeL5oec8KFbDf4gHI5rSMJU1BWcIOg&nvMid=87794416081&catId=50002211
72,야채왕 통로메인 2kg (1.8k~2kg) 박스,10000,4.85,1529,2689,184,https://cr.shopping.naver.com/adcr?x=W52WkemOvB1VG4ta%2BgODDv%2F%2F%2Fw%3D%3Ds0O%2FZR02ffNoILV4Jw2B87gyWp9vJTi9KeIzF15EvHZQyeQbwViskQtBXaUX5t0fKKsyaDfOc9tTy0iq7DQI8%2BTyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOu1O4okUZ%2BlqtRGTuN8vPAEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyURp8NhfBVWML20o8yQ%2FW1gy6ZAObu057IUnV4s%2F%2BRJeuPo726E%2Fr2VlsVuSdy0TIsBBUHYODcnih%2FUfGAf7rVjLqtFZHzWdPSF9evRhbieunFHTJ%2B6UlJ8FH%2B%2Bfc036XC%2FwOwGbUdNC%2FTgJJG%2B%2F1gxgZCVWsPdGUNfynCxuGqURyjvL98RjcjYQEd3r8eDYzGWnb8hQVyO%2B0zUuBbzcs%2FPXHGbEewmaV9S3R%2Fc%2FBtzXz1C3v6zusnoraKLqUGtPvsOzWFjJKz5xcovg4CK%2Bnr2myhH5%2BF4F2T%2BO0sDN9i88RvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=82730429880&catId=50002211
73,초록이들 4kg 업소용 대용량 정기배송 유럽샐러드 유러피안샐러드 버터헤드 카이피라 프릴,24000,4.98,237,1850,98,https://cr.shopping.naver.com/adcr?x=9rKC8h5ePiqY7RuctDER8P%2F%2F%2Fw%3D%3DsiOWHJUWIZ6j1SF9PAq9BByDdykXVeZD0OKie3%2BPeIJIyeQbwViskQtBXaUX5t0fKniLrIL2f0E26zrIgLHGU2TyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOgiCB6y%2Fm93V0NzVmSPKUC01To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJ3dzRKWlyiPfiOsdKgWI0jKCxkHhKOsemXwUXFVm8CK0aJJKDrW4EE7XwN7f89pdcOxaPn%2BKq5HJEUTqPEdPIpG5yY8phjp4%2BYxXKeiXOajPV9mrptEbYHtPCIPnUGONnUkL3ZHnVrzEmSsjY7MvrhyMC0lkSWvsatYGMPF6W%2By4Ozp9OyBHsur6Nup2UOVmsyCZ9tMQAPCygKTRUV%2FVUUBaFfXQTy3KoO26%2Bcr4ug0WRmMz1u3Etn43llUP%2BCnu1Ji3F0RS8k6rp8xq5Z96NpgaqwjZEnIMj8EYXQgL4PqboN25BqLQmhKXQEKOQzZlOKUQenoQnwl1QKUJBFuoaYRGEGxxa0o9d%2FBrHlqcq5tZKe499N4cyFRKeKD7dBxAm5DM%2FympOCj%2F54qkN%2FKfuP1dznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=88542081387&catId=50002211
74,바른팜 무농약 유럽샐러드 야채 쌈채소 대용량 1kg 채소 버터헤드 프릴아이스 카이피라,6500,4.82,1631,3211,748,https://cr.shopping.naver.com/adcr?x=oZkhtE7%2B6jJTzF66JJstnP%2F%2F%2Fw%3D%3DsGA43qIsSHWn%2FJglhGmF1wKIKyb6hcMEF4%2FiVk%2BubnpMyeQbwViskQtBXaUX5t0fK5PMI%2FUAHTGGYD2yO0TYoEjyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOzGadVGyUXN8rThFAxDNC%2FksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUh%2BjBccbrRQkHDZWRylb6%2FUF0QZvkOZpwzv96vIiY2t6Po726E%2Fr2VlsVuSdy0TIsNhPGTbYJIRLpWfvSv7H4zqfOLbKXzD%2Fy1i3eAudBLCyPw5rdHRfyGiokAAsBBFs0RxFcLF5j6p8Eb%2BWWL%2BRYGZOKlI8SAgBzQm2hfwTvSv2EerxwlszZrjNZK4zLgRtPUdmnX2SaCshsiT6Uah36kxHfzVKdL2CwSBmVyUqR8ilNH4%2FnnMgrcxxm3gZp8Ocs4F7%2F2XUH680dSBs390Ny7JxAceS9EpL4VNTEwaNa%2BC0A24YpSXlcaZxk8jjozDAz8S6x0O1qfQ55zm6aGqZx%2BPwlW7VCQi9XTZYPq1GkO3w%2BGz0u%2F%2FVuWM7y1Z%2Bd19HqoDVuDQqeQCGj%2B7QTKd2VrA4SwcLvxUEucVmH%2BcOht40%3D&nvMid=86321914381&catId=50002211
75,모듬 채소 20종 로메인 버터헤드 비타민 쌈 쌈추 유러피안 야채 유럽 상추 케일,16800,4.89,4639,1487,504,https://cr.shopping.naver.com/adcr?x=OxLa68sZslJmHEfuTK0tFv%2F%2F%2Fw%3D%3DsGKYu6yGdJCWKQq4R2WRr%2F%2B1r71qrTsTciZ%2FDIEF9M%2FH9Q4b0AOOS4pgmuR1ZszYLJ%2Fi28jPULXh%2F%2FYHNLwre%2BaEmci4Ek%2BabL0XVb6Q6SIqwxRSnvh60CYle50qgLYJ2ZBRRvJgFhzRdhZHKLDN8J8VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NRJz2PQzMhJihI4wKQHHk00rKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4aOzMbN%2B1b8O3MVHgQSKj1bm%2Fs%2BBH7glWFoa5z0dd0Zkfma739cpvvGy%2BipeNg4pOh9Aq8aSkagvktilr13lX0MWWbb05SbQEX8UH3uZnTW3Faua6BhPRayxEo4nMvyiIMjRLMJbceFoQDDuV43FcjSenIbeik1XGnOI0ilTpvh90JK%2F4k1Fs0J%2FNoaEyuTiSJ7MX7mVMRY4BlhxpK1XsnqAVw7aPIM8K4ASzVECjWRfUTD8BuAMi6Gxzskqmmadox4V0P7A5Z3hQ0de4vdszQBG0MXQMkkaefXfSjNcdD44xHmbLIAkXALDm5%2FDKHqQfbQhiu51ft%2BN5uW5DA4NnEkiuVF7m3frRO8lrVRjuGvBpvJuLSEkGnKnTECVPVJQHy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=82808421870&catId=50002211
76,[초록이들]3kg/4kg 대용량 유럽 샐러드 채소 유러피안 버터헤드 카이피라 프릴등 야채,21900,4.97,723,1472,234,https://cr.shopping.naver.com/adcr?x=Am%2Bb8RhDSyYHs3UcRiiI9P%2F%2F%2Fw%3D%3Ds%2FJVl9KkbbTej6MKQP573cg8FWrLZTsKZGk3kaLD4ZzIyeQbwViskQtBXaUX5t0fKt%2Bf%2FSlJOeusg8Pk%2F%2BS1QOzyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOo9DbDAByLNXKL3WTSvotMk1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJFxEzqCBUV9ljBGQUN4KQ24wDJhqH0O81wIpvdhBjzwAaJJKDrW4EE7XwN7f89pdc5YsBwDIB0qPLdwWTQuIfxkjNcKcbxfeMcjQebxtGd7kSWViBJ53MQ8srj6TRQKioM9YVzR4h0dHsshWw7ShtOkH2BnQvtJhdDzh5vFGBYTnwl%2FLHN2pnailZaQa07UKbCBlxl5eXYPmq9HrX8lBa6I17vQ1RTOvXM5FxIJbdDwWfO%2Fa92e4j30RXuKQFAf1L9G%2FCWkOROe%2BpvhkBxie70GW%2Bda2MJmvjXLIkzQLz8A1hMGJxvNw1gogxu94Kzzg9TNPg9mrdnkYRScaq3i1csbUaYzvkyDtXzFUZkJVfv5P7SR6H3jJ1Rb7OTJFAzOHCxUgbLhWVYDXELRKU2wpWo4KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=87690538048&catId=50002211
77,모듬 쌈채소 로메인 적겨자 케일 적근대 쌈추 적치커리 샐러드 야채,12900,4.85,985,227,408,https://cr.shopping.naver.com/adcr?x=RX1tbnq%2F6Fegyv5VElwok%2F%2F%2F%2Fw%3D%3DsLUc80VOa%2Bbe9zINEM%2FoKBbJvNs9h8RinhqYeTIsOG2UyeQbwViskQtBXaUX5t0fKaiOXXFf1Pj1Py8hSuDrg1DyTjGGOVwWW0Nj9NrcoM8n8XnMEBybGtRt4SzyX6S4p9sBdEx6RVFzTuElvq0yfmES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO9uqTP3qR6ZwJSjeMU0qIyUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUEgMjNTOwmK2P0HXbr%2Fs1qj1QCr6VxcHbhAmupEpAeyWPo726E%2Fr2VlsVuSdy0TIsdv5WvumeI095ZeB4oof16qpF0tU0tzQvC9dze38%2FPdvlIhtKhl64prOgh9NbG3eoBkvF56rX%2BRkGzVgoAPmZfKl3Sb%2FI2V6RUuJ6UPz6HramBPmyMjMxhRloQ8APXXQV8sYmrDby37U1TIwsLBSZmQUXkvifSMsNOCdI3dr%2BPAQNLMkJvGQpi6OT5e8u75GGSL3u3nJkCg8I27hfl7fwcOrkrxkjSf6VE7xy26ey4OuSIFE4roCQsv3pwExhQx08Gvw6C9MRhnLBGFHotWOEdMDzmHSeGd%2FDSJ0%2Fh86JhAVWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=84220105846&catId=50002211
78,채소팜 로메인 1kg 통로메인 로메인상추,6000,4.82,1378,1240,243,https://cr.shopping.naver.com/adcr?x=dNJU9DdH4kBeJJcsmcfkV%2F%2F%2F%2Fw%3D%3DsQC5WfHsGe8le8Ws09e9tso6qFMw3j%2B5eW5B0HDuTQoAqYz7nrboCYzzjBMYvm2u2IhA4afLtzsfnbL1Q82YXjmeWMwO4WR%2F1bd2e0N5X3GFfxvDocJ0PdtwVAFCOAvYfeAsFDAXNIT9BgpyL0k1ud2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4Vwihdio%2BeI08tl1e4N%2Frmn7y0LOGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubfbPrDG6XTH%2FQRbEPtMAilL0cEhSS6zNeJi48KVWFgzjzTMZSodr25ENRl2DcC1iuK1biGx6LAPmurCVDyi8%2BqYYVdNQxKBSWDDR3WsdFsGrWdTsclAlawNp6XRbBMDEHu11NPb91UK%2FgywganEEpbmQReXrBI68rwlfkT63YJFqFzQ2G4092KEUcOSJYRB43JvAM15d%2Bdrt%2FIz%2F%2BqbDcZuKt30DxmXwxs1sOGtxSJZegiBFPsJ77Ml6Mi6RZ0UBwKbNnm9COQZefAgq%2BmlrkHSOw8oWOIZdI10MxiVkVoW1epgo7e7S157vYA2MZVRMvzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=82653621094&catId=50002211
